Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
300,999912,1999912,10000,2025-09-21,1
301,932476,1932476,10000,2025-01-20,1
302,912873,1912873,10000,2025-08-28,1
303,276913,1276913,10000,2025-11-21,1
304,43688,1043688,10000,2025-01-06,1
305,701234,1701234,10000,2025-01-27,1
306,593586,1593586,10000,2025-09-07,1
307,81820,1081820,10000,2025-11-21,1
308,37122,1037122,10000,2025-12-14,1
309,752752,1752752,10000,2025-04-28,1
310,988840,1988840,10000,2025-12-07,1
311,659869,1659869,10000,2025-01-20,1
312,184490,1184490,10000,2025-08-14,1
313,465624,1465624,10000,2025-07-21,1
314,987567,1987567,10000,2025-07-14,1
315,506394,1506394,10000,2025-01-27,1
316,115562,1115562,10000,2025-01-27,1
317,885533,1885533,10000,2025-07-14,1
318,250139,1250139,10000,2025-12-28,1
319,791721,1791721,10000,2025-08-21,1
320,540468,1540468,10000,2025-12-28,1
321,809723,1809723,10000,2025-04-14,1
322,12994,1012994,10000,2025-01-20,1
323,738164,1738164,10000,2025-08-21,1
324,832601,1832601,10000,2025-03-07,1
325,459189,1459189,10000,2025-05-21,1
326,267588,1267588,10000,2025-05-07,1
327,90034,1090034,10000,2025-03-21,1
328,543340,1543340,10000,2025-01-27,1
329,743319,1743319,10000,2025-11-14,1
330,520271,1520271,10000,2025-04-07,1
331,906714,1906714,10000,2025-08-07,1
332,231675,1231675,10000,2025-01-27,1
333,672931,1672931,10000,2025-10-07,1
334,596358,1596358,10000,2025-03-07,1
335,600636,1600636,10000,2025-05-21,1
336,23495,1023495,10000,2025-11-14,1
337,589162,1589162,10000,2025-07-14,1
338,215320,1215320,10000,2025-01-13,1
339,92513,1092513,10000,2025-09-28,1
340,462548,1462548,10000,2025-01-13,1
341,417922,1417922,10000,2025-03-07,1
342,67895,1067895,10000,2025-11-21,1
343,773528,1773528,10000,2025-04-07,1
344,25878,1025878,10000,2025-04-14,1
345,32363,1032363,10000,2025-09-28,1
346,953769,1953769,10000,2025-06-21,1
347,817047,1817047,10000,2025-12-14,1
348,6358,1006358,10000,2025-01-20,1
349,847453,1847453,10000,2025-03-28,1
350,692975,1692975,10000,2025-09-28,1
351,521815,1521815,10000,2025-11-28,1
352,106885,1106885,10000,2025-08-28,1
353,756635,1756635,10000,2025-09-07,1
354,6354,1006354,10000,2025-05-21,1
355,938186,1938186,10000,2025-04-21,1
356,71130,1071130,10000,2025-03-14,1
357,272803,1272803,10000,2025-07-21,1
358,637884,1637884,10000,2025-09-14,1
359,827119,1827119,10000,2025-02-20,1
360,627263,1627263,10000,2025-10-07,1
361,539834,1539834,10000,2025-04-14,1
362,645975,1645975,10000,2025-04-07,1
363,800081,1800081,10000,2025-09-07,1
364,922025,1922025,10000,2025-08-07,1
365,860758,1860758,10000,2025-04-14,1
366,96958,1096958,10000,2025-01-20,1
367,654075,1654075,10000,2025-01-13,1
368,173538,1173538,10000,2025-07-14,1
369,977454,1977454,10000,2025-09-14,1
370,990891,1990891,10000,2025-05-07,1
371,413807,1413807,10000,2025-09-21,1
372,237147,1237147,10000,2025-04-21,1
373,539314,1539314,10000,2025-01-13,1
374,375304,1375304,10000,2025-06-14,1
375,68144,1068144,10000,2025-09-07,1
376,146801,1146801,10000,2025-07-14,1
377,933941,1933941,10000,2025-10-21,1
378,723603,1723603,10000,2025-04-07,1
379,155105,1155105,10000,2025-05-07,1
380,79773,1079773,10000,2025-06-21,1
381,880432,1880432,10000,2025-02-27,1
382,142769,1142769,10000,2025-12-14,1
383,610133,1610133,10000,2025-07-07,1
384,433473,1433473,10000,2025-02-06,1
385,285,1000285,10000,2025-02-27,1
386,657515,1657515,10000,2025-02-06,1
387,599258,1599258,10000,2025-07-21,1
388,346088,1346088,10000,2025-04-14,1
389,117439,1117439,10000,2025-11-07,1
390,926358,1926358,10000,2025-12-28,1
391,439114,1439114,10000,2025-04-28,1
392,851489,1851489,10000,2025-02-06,1
393,504271,1504271,10000,2025-04-14,1
394,355949,1355949,10000,2025-12-28,1
395,240053,1240053,10000,2025-11-28,1
396,672466,1672466,10000,2025-11-07,1
397,622878,1622878,10000,2025-09-21,1
398,263459,1263459,10000,2025-06-21,1
399,926078,1926078,10000,2025-03-21,1
400,843751,1843751,10000,2025-05-14,1
401,965289,1965289,10000,2025-03-21,1
402,739539,1739539,10000,2025-10-14,1
403,325203,1325203,10000,2025-09-21,1
404,953131,1953131,10000,2025-04-07,1
405,626249,1626249,10000,2025-01-27,1
406,472741,1472741,10000,2025-07-07,1
407,829244,1829244,10000,2025-10-21,1
408,29809,1029809,10000,2025-10-28,1
409,686314,1686314,10000,2025-07-07,1
410,999080,1999080,10000,2025-11-21,1
411,801779,1801779,10000,2025-05-14,1
412,126144,1126144,10000,2025-01-27,1
413,342498,1342498,10000,2025-07-07,1
414,463757,1463757,10000,2025-11-14,1
415,497795,1497795,10000,2025-12-14,1
416,802566,1802566,10000,2025-02-13,1
417,815748,1815748,10000,2025-12-21,1
418,793834,1793834,10000,2025-07-21,1
419,300002,1300002,10000,2025-02-13,1
420,423758,1423758,10000,2025-03-28,1
421,890197,1890197,10000,2025-08-14,1
422,468568,1468568,10000,2025-08-21,1
423,420520,1420520,10000,2025-03-07,1
424,155168,1155168,10000,2025-05-07,1
425,430875,1430875,10000,2025-05-07,1
426,273847,1273847,10000,2025-03-14,1
427,76802,1076802,10000,2025-04-28,1
428,501674,1501674,10000,2025-08-28,1
429,172063,1172063,10000,2025-09-07,1
430,675729,1675729,10000,2025-07-14,1
431,70992,1070992,10000,2025-01-06,1
432,960208,1960208,10000,2025-06-14,1
433,80651,1080651,10000,2025-01-27,1
434,515269,1515269,10000,2025-02-20,1
435,742737,1742737,10000,2025-03-07,1
436,764032,1764032,10000,2025-01-27,1
437,486964,1486964,10000,2025-02-06,1
438,487998,1487998,10000,2025-07-14,1
439,489335,1489335,10000,2025-02-27,1
440,906811,1906811,10000,2025-12-14,1
441,894079,1894079,10000,2025-04-14,1
442,957982,1957982,10000,2025-08-14,1
443,587427,1587427,10000,2025-06-14,1
444,239452,1239452,10000,2025-08-14,1
445,362111,1362111,10000,2025-07-07,1
446,19978,1019978,10000,2025-06-21,1
447,792082,1792082,10000,2025-03-07,1
448,425072,1425072,10000,2025-06-21,1
449,999171,1999171,10000,2025-05-21,1
450,86371,1086371,10000,2025-06-14,1
451,182759,1182759,10000,2025-10-28,1
452,758389,1758389,10000,2025-03-28,1
453,688386,1688386,10000,2025-05-21,1
454,721387,1721387,10000,2025-03-14,1
455,740675,1740675,10000,2025-11-28,1
456,979111,1979111,10000,2025-02-06,1
457,10071,1010071,10000,2025-10-28,1
458,927856,1927856,10000,2025-11-21,1
459,314338,1314338,10000,2025-11-28,1
460,771165,1771165,10000,2025-12-14,1
461,74598,1074598,10000,2025-11-07,1
462,204434,1204434,10000,2025-09-14,1
463,921946,1921946,10000,2025-09-14,1
464,987651,1987651,10000,2025-07-21,1
465,650250,1650250,10000,2025-02-13,1
466,379263,1379263,10000,2025-07-21,1
467,684425,1684425,10000,2025-01-27,1
468,5757,1005757,10000,2025-10-07,1
469,856349,1856349,10000,2025-05-21,1
470,8694,1008694,10000,2025-03-28,1
471,126581,1126581,10000,2025-03-07,1
472,941450,1941450,10000,2025-06-21,1
473,954264,1954264,10000,2025-07-14,1
474,843513,1843513,10000,2025-07-14,1
475,157117,1157117,10000,2025-10-28,1
476,825486,1825486,10000,2025-06-28,1
477,529136,1529136,10000,2025-10-14,1
478,105918,1105918,10000,2025-01-20,1
479,193184,1193184,10000,2025-10-21,1
480,921364,1921364,10000,2025-06-07,1
481,953445,1953445,10000,2025-09-14,1
482,774887,1774887,10000,2025-05-21,1
483,196896,1196896,10000,2025-09-21,1
484,333173,1333173,10000,2025-11-07,1
485,525685,1525685,10000,2025-02-06,1
486,947684,1947684,10000,2025-04-21,1
487,333296,1333296,10000,2025-06-21,1
488,269664,1269664,10000,2025-04-28,1
489,425681,1425681,10000,2025-12-14,1
490,637964,1637964,10000,2025-04-14,1
491,928295,1928295,10000,2025-05-07,1
492,102932,1102932,10000,2025-06-14,1
493,661347,1661347,10000,2025-01-20,1
494,973300,1973300,10000,2025-11-07,1
495,606290,1606290,10000,2025-04-21,1
496,518553,1518553,10000,2025-07-28,1
497,197455,1197455,10000,2025-01-27,1
498,29176,1029176,10000,2025-05-07,1
499,176944,1176944,10000,2025-07-07,1
500,404805,1404805,10000,2025-05-07,1
501,26756,1026756,10000,2025-11-28,1
502,203673,1203673,10000,2025-01-13,1
503,804156,1804156,10000,2025-02-13,1
504,792533,1792533,10000,2025-07-14,1
505,706961,1706961,10000,2025-04-14,1
506,923737,1923737,10000,2025-05-28,1
507,843236,1843236,10000,2025-03-07,1
508,550317,1550317,10000,2025-09-07,1
509,973701,1973701,10000,2025-06-14,1
510,754252,1754252,10000,2025-12-21,1
511,152060,1152060,10000,2025-09-14,1
512,95688,1095688,10000,2025-05-28,1
513,397501,1397501,10000,2025-03-28,1
514,94006,1094006,10000,2025-09-14,1
515,984210,1984210,10000,2025-06-28,1
516,453780,1453780,10000,2025-08-28,1
517,851144,1851144,10000,2025-09-28,1
518,843235,1843235,10000,2025-05-21,1
519,228589,1228589,10000,2025-01-06,1
520,93879,1093879,10000,2025-06-28,1
521,176784,1176784,10000,2025-07-28,1
522,684962,1684962,10000,2025-10-14,1
523,541358,1541358,10000,2025-12-14,1
524,554212,1554212,10000,2025-08-28,1
525,289324,1289324,10000,2025-04-14,1
526,621225,1621225,10000,2025-11-28,1
527,76713,1076713,10000,2025-03-14,1
528,554147,1554147,10000,2025-05-14,1
529,585372,1585372,10000,2025-11-28,1
530,571397,1571397,10000,2025-01-27,1
531,887076,1887076,10000,2025-08-28,1
532,184362,1184362,10000,2025-05-28,1
533,990006,1990006,10000,2025-12-21,1
534,651083,1651083,10000,2025-01-20,1
535,763939,1763939,10000,2025-06-21,1
536,73532,1073532,10000,2025-05-14,1
537,648768,1648768,10000,2025-11-21,1
538,757216,1757216,10000,2025-06-28,1
539,650209,1650209,10000,2025-01-20,1
540,421289,1421289,10000,2025-01-27,1
541,179043,1179043,10000,2025-01-06,1
542,248421,1248421,10000,2025-05-07,1
543,641733,1641733,10000,2025-03-28,1
544,902052,1902052,10000,2025-01-20,1
545,377155,1377155,10000,2025-12-21,1
546,270777,1270777,10000,2025-10-21,1
547,601518,1601518,10000,2025-03-14,1
548,566418,1566418,10000,2025-02-20,1
549,886244,1886244,10000,2025-08-21,1
550,317227,1317227,10000,2025-04-07,1
551,799176,1799176,10000,2025-02-20,1
552,850237,1850237,10000,2025-04-14,1
553,521207,1521207,10000,2025-07-28,1
554,524096,1524096,10000,2025-04-21,1
555,225561,1225561,10000,2025-03-07,1
556,270400,1270400,10000,2025-11-28,1
557,778035,1778035,10000,2025-11-21,1
558,760922,1760922,10000,2025-06-07,1
559,741620,1741620,10000,2025-02-13,1
560,511146,1511146,10000,2025-12-21,1
561,627291,1627291,10000,2025-10-28,1
562,44599,1044599,10000,2025-03-07,1
563,302083,1302083,10000,2025-02-06,1
564,349542,1349542,10000,2025-10-07,1
565,628422,1628422,10000,2025-09-14,1
566,695229,1695229,10000,2025-04-21,1
567,492039,1492039,10000,2025-08-21,1
568,90645,1090645,10000,2025-09-14,1
569,765185,1765185,10000,2025-04-28,1
570,530105,1530105,10000,2025-09-07,1
571,406589,1406589,10000,2025-08-21,1
572,176062,1176062,10000,2025-07-07,1
573,196101,1196101,10000,2025-06-28,1
574,121811,1121811,10000,2025-07-21,1
575,741541,1741541,10000,2025-01-06,1
576,58031,1058031,10000,2025-11-28,1
577,546869,1546869,10000,2025-05-14,1
578,214013,1214013,10000,2025-12-07,1
579,509994,1509994,10000,2025-01-13,1
580,398644,1398644,10000,2025-03-21,1
581,793444,1793444,10000,2025-01-20,1
582,466825,1466825,10000,2025-02-20,1
583,367303,1367303,10000,2025-11-14,1
584,967908,1967908,10000,2025-11-21,1
585,930794,1930794,10000,2025-02-20,1
586,222180,1222180,10000,2025-08-28,1
587,212837,1212837,10000,2025-08-07,1
588,553461,1553461,10000,2025-02-13,1
589,134868,1134868,10000,2025-04-14,1
590,884453,1884453,10000,2025-11-21,1
591,347200,1347200,10000,2025-09-07,1
592,143239,1143239,10000,2025-09-14,1
593,187076,1187076,10000,2025-02-27,1
594,651657,1651657,10000,2025-11-28,1
595,898433,1898433,10000,2025-03-07,1
596,37937,1037937,10000,2025-11-07,1
597,149311,1149311,10000,2025-01-27,1
598,634386,1634386,10000,2025-11-07,1
599,463186,1463186,10000,2025-07-07,1
600,221796,1221796,10000,2025-02-13,1
601,839265,1839265,10000,2025-03-28,1
602,530115,1530115,10000,2025-08-28,1
603,911019,1911019,10000,2025-09-07,1
604,408618,1408618,10000,2025-07-21,1
605,61203,1061203,10000,2025-08-21,1
606,754005,1754005,10000,2025-09-28,1
607,257608,1257608,10000,2025-12-07,1
608,856246,1856246,10000,2025-01-06,1
609,773879,1773879,10000,2025-08-14,1
610,173523,1173523,10000,2025-11-14,1
611,426569,1426569,10000,2025-05-28,1
612,2914,1002914,10000,2025-11-21,1
613,89445,1089445,10000,2025-03-07,1
614,606509,1606509,10000,2025-12-07,1
615,496050,1496050,10000,2025-04-21,1
616,179635,1179635,10000,2025-05-28,1
617,472263,1472263,10000,2025-02-20,1
618,935110,1935110,10000,2025-07-28,1
619,464786,1464786,10000,2025-11-14,1
620,518480,1518480,10000,2025-08-14,1
621,618241,1618241,10000,2025-11-07,1
622,372106,1372106,10000,2025-09-07,1
623,700713,1700713,10000,2025-04-28,1
624,473013,1473013,10000,2025-05-07,1
625,642892,1642892,10000,2025-09-07,1
626,231643,1231643,10000,2025-05-14,1
627,158653,1158653,10000,2025-08-07,1
628,920178,1920178,10000,2025-03-21,1
629,760415,1760415,10000,2025-11-07,1
630,173557,1173557,10000,2025-07-14,1
631,713413,1713413,10000,2025-06-28,1
632,862025,1862025,10000,2025-02-06,1
633,167565,1167565,10000,2025-03-21,1
634,300595,1300595,10000,2025-08-07,1
635,230644,1230644,10000,2025-10-28,1
636,944062,1944062,10000,2025-09-28,1
637,796324,1796324,10000,2025-06-14,1
638,63931,1063931,10000,2025-02-13,1
639,40716,1040716,10000,2025-11-21,1
640,116738,1116738,10000,2025-11-21,1
641,541596,1541596,10000,2025-01-13,1
642,906517,1906517,10000,2025-04-07,1
643,126204,1126204,10000,2025-01-20,1
644,869480,1869480,10000,2025-01-20,1
645,578566,1578566,10000,2025-12-07,1
646,460636,1460636,10000,2025-11-14,1
647,389573,1389573,10000,2025-08-28,1
648,434673,1434673,10000,2025-10-07,1
649,50959,1050959,10000,2025-09-28,1
650,562684,1562684,10000,2025-11-28,1
651,240809,1240809,10000,2025-01-13,1
652,41691,1041691,10000,2025-06-21,1
653,892381,1892381,10000,2025-01-27,1
654,648775,1648775,10000,2025-05-14,1
655,771814,1771814,10000,2025-12-21,1
656,780212,1780212,10000,2025-09-21,1
657,526094,1526094,10000,2025-08-07,1
658,966156,1966156,10000,2025-04-28,1
659,202073,1202073,10000,2025-02-13,1
660,241436,1241436,10000,2025-08-07,1
661,644522,1644522,10000,2025-10-21,1
662,329139,1329139,10000,2025-11-28,1
